Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
29,female,21673,high school,8,skiing,1841,urban,291,174,spring,0,1,0
65,female,52089,doctorate,3,sunbathing,3385,suburban,59,203,spring,1,1,0
41,female,50512,master,9,swimming,960,urban,59,234,summer,1,1,0
29,non-binary,67362,doctorate,9,hiking,4217,urban,33,217,winter,1,1,1
52,non-binary,81827,bachelor,4,sunbathing,1755,rural,287,97,summer,0,0,0
42,non-binary,101868,doctorate,8,skiing,2725,urban,162,130,spring,1,0,0
22,non-binary,45610,bachelor,8,sunbathing,1870,rural,129,267,spring,1,0,0
30,non-binary,110696,bachelor,6,hiking,2435,urban,27,69,fall,1,1,1
54,male,73390,master,3,swimming,4104,urban,269,240,fall,1,0,0
62,female,34530,master,6,swimming,2826,suburban,263,149,spring,0,1,0
68,male,77119,bachelor,9,sunbathing,1424,urban,49,155,summer,1,0,0
32,female,85407,master,8,skiing,1991,suburban,108,42,summer,1,0,0
18,non-binary,98494,bachelor,5,sunbathing,3226,urban,233,18,winter,1,0,0
42,non-binary,108743,high school,4,skiing,3271,urban,169,187,winter,1,0,1
50,non-binary,46444,high school,9,swimming,2523,suburban,166,280,summer,0,0,0
68,non-binary,97718,doctorate,7,hiking,3758,urban,281,266,summer,0,0,0
18,female,63528,doctorate,6,skiing,1837,urban,139,178,spring,1,0,1
20,female,107289,bachelor,3,skiing,2365,suburban,107,67,spring,1,1,0
47,female,65839,high school,1,swimming,4692,suburban,249,71,summer,0,0,0
27,non-binary,117710,doctorate,9,swimming,3065,urban,111,184,winter,0,0,0
69,non-binary,101650,high school,6,swimming,2038,rural,101,66,spring,0,1,0
41,female,28211,doctorate,6,hiking,3493,rural,96,30,fall,0,1,0
48,female,50566,doctorate,6,swimming,3150,rural,112,258,winter,1,0,0
59,non-binary,26654,bachelor,4,sunbathing,1192,rural,216,161,winter,1,0,0
40,male,41361,master,6,skiing,3782,rural,223,220,spring,0,1,0
25,non-binary,102038,bachelor,0,swimming,2750,rural,32,26,summer,1,1,0
37,male,22451,master,8,swimming,4168,urban,112,299,spring,0,0,0
26,female,89112,bachelor,6,skiing,1398,rural,242,23,spring,1,1,0
44,non-binary,102409,master,5,sunbathing,4026,urban,140,20,fall,1,0,0
30,male,62795,doctorate,8,sunbathing,2101,urban,270,4,fall,1,0,0
36,non-binary,27552,high school,8,hiking,4147,suburban,192,75,winter,0,0,0
66,female,43702,master,9,skiing,3549,urban,169,29,winter,1,0,0
64,male,83797,doctorate,4,swimming,1062,rural,239,14,spring,0,0,0
24,non-binary,42704,high school,9,sunbathing,923,suburban,157,161,spring,0,1,0
62,female,55090,bachelor,7,sunbathing,2833,urban,61,121,winter,0,1,0
47,non-binary,31353,bachelor,2,swimming,843,urban,214,205,winter,0,1,0
33,non-binary,61070,master,3,swimming,796,urban,139,0,spring,0,1,0
60,non-binary,31188,master,9,sunbathing,2545,urban,108,141,spring,0,0,0
20,non-binary,25344,master,8,swimming,764,urban,54,76,fall,0,0,0
21,non-binary,52250,doctorate,2,sunbathing,2691,suburban,202,81,summer,0,1,0
69,non-binary,101584,master,7,sunbathing,700,urban,22,261,fall,0,1,0
31,female,52051,bachelor,7,skiing,3219,suburban,66,38,winter,0,0,0
59,non-binary,92127,doctorate,9,swimming,3107,rural,9,100,fall,0,0,0
22,non-binary,62631,high school,7,swimming,2717,urban,102,54,fall,1,0,0
27,non-binary,83200,doctorate,6,sunbathing,935,rural,18,190,winter,0,0,0
32,female,66802,doctorate,9,hiking,2506,urban,246,105,summer,0,1,0
67,female,106052,bachelor,3,swimming,720,urban,178,226,spring,1,0,0
40,male,87682,bachelor,7,hiking,3699,urban,193,71,spring,1,0,0
38,non-binary,80721,high school,3,sunbathing,3569,rural,199,285,fall,0,1,0
27,male,39265,doctorate,8,swimming,3606,rural,78,182,summer,1,0,0
20,male,103920,high school,3,skiing,615,rural,146,265,fall,0,1,1
33,non-binary,71179,doctorate,9,sunbathing,3265,suburban,190,70,fall,0,0,0
31,male,76239,bachelor,9,hiking,4975,suburban,169,58,fall,0,1,0
69,female,106925,master,5,sunbathing,2991,urban,100,169,spring,0,0,0
20,non-binary,75456,high school,1,hiking,969,urban,296,144,spring,1,1,0
42,female,31465,bachelor,6,swimming,1893,rural,110,0,fall,0,0,0
41,non-binary,73886,high school,8,hiking,679,urban,113,262,fall,0,1,1
59,male,71702,bachelor,0,skiing,3695,rural,13,103,winter,0,1,1
20,male,104347,master,3,skiing,3121,rural,182,273,spring,0,1,1
69,female,50381,high school,2,swimming,3070,rural,92,291,winter,1,1,0
41,male,113206,high school,8,skiing,2988,urban,82,190,summer,0,1,1
23,male,60240,bachelor,1,sunbathing,2207,rural,33,74,winter,1,1,0
37,female,97927,bachelor,7,skiing,2686,rural,10,63,spring,0,0,1
48,non-binary,21044,doctorate,7,skiing,1485,urban,152,194,winter,0,0,1
58,male,114960,bachelor,9,skiing,3235,urban,65,290,spring,1,1,1
60,male,59260,high school,5,sunbathing,1295,suburban,194,83,summer,0,1,0
29,non-binary,84777,high school,3,hiking,3795,rural,255,287,fall,1,0,1
52,female,36557,high school,3,skiing,3551,suburban,66,191,summer,1,0,1
56,non-binary,105615,master,0,skiing,2500,suburban,45,127,summer,0,0,1
60,non-binary,47283,bachelor,7,skiing,2780,rural,130,59,spring,1,0,0
20,male,81086,bachelor,4,skiing,2425,urban,166,41,summer,1,0,0
38,female,63570,high school,9,sunbathing,3196,urban,18,203,winter,1,0,0
25,male,84993,master,8,swimming,3968,rural,238,51,spring,1,0,0
67,non-binary,109183,master,2,swimming,4748,urban,5,18,spring,1,0,0
67,female,66056,doctorate,1,hiking,708,rural,126,73,winter,0,0,0
32,male,50159,high school,0,hiking,4478,rural,92,222,fall,0,1,1
41,female,38763,master,3,sunbathing,4348,suburban,61,173,fall,0,0,0
42,non-binary,24284,doctorate,8,skiing,837,suburban,1,137,winter,1,0,1
40,male,66268,doctorate,6,hiking,3903,rural,113,77,fall,0,0,0
44,male,24700,bachelor,1,skiing,755,urban,200,66,spring,1,1,0
58,female,68786,doctorate,0,hiking,1821,rural,111,115,winter,1,0,1
31,male,33439,high school,9,swimming,4453,rural,205,89,summer,1,1,0
64,male,44716,master,0,swimming,4691,suburban,119,31,summer,1,1,0
25,male,20728,bachelor,8,hiking,2071,urban,286,118,summer,1,1,0
33,non-binary,22954,high school,8,sunbathing,2261,suburban,146,134,summer,0,1,0
35,female,21713,bachelor,1,hiking,4446,rural,209,147,winter,0,0,0
53,female,63047,high school,5,swimming,4625,rural,255,289,fall,0,0,0
32,female,87016,bachelor,2,skiing,4374,urban,30,194,fall,0,1,1
51,male,69706,master,5,sunbathing,2069,rural,59,235,winter,1,0,0
55,male,79496,high school,3,skiing,958,rural,87,165,fall,1,1,1
66,male,113969,high school,9,skiing,4703,urban,18,126,fall,1,1,1
63,female,73916,bachelor,6,sunbathing,4276,urban,55,73,summer,0,1,0
42,female,84970,doctorate,4,sunbathing,1141,suburban,246,113,summer,0,0,0
26,non-binary,94619,high school,2,skiing,3193,rural,115,169,spring,0,1,1
48,non-binary,96298,bachelor,1,hiking,1653,urban,170,84,fall,1,1,0
23,male,64616,high school,3,swimming,1659,suburban,265,144,fall,0,1,0
18,non-binary,104645,master,1,sunbathing,3271,urban,49,294,winter,0,0,0
36,male,77950,bachelor,3,swimming,639,rural,227,214,summer,0,0,0
49,male,112492,doctorate,8,swimming,4521,suburban,133,60,winter,0,1,0
34,male,79336,high school,1,swimming,731,suburban,169,118,summer,1,1,0
65,non-binary,91741,doctorate,1,skiing,4034,suburban,223,15,winter,1,0,0
25,male,50778,doctorate,4,sunbathing,3270,rural,65,260,fall,1,1,0
57,non-binary,90158,bachelor,1,skiing,3190,urban,187,127,winter,0,0,0
33,female,70982,high school,2,hiking,1757,urban,109,238,spring,0,1,1
20,male,54744,high school,0,swimming,2862,rural,204,39,fall,1,0,0
63,female,112410,master,1,hiking,3512,urban,170,133,winter,1,1,0
27,male,47741,high school,8,skiing,2131,suburban,89,275,winter,0,0,1
20,female,88430,bachelor,7,hiking,3007,rural,228,2,winter,0,1,0
24,non-binary,80786,high school,1,skiing,4343,suburban,117,33,fall,1,0,0
48,non-binary,93579,high school,3,sunbathing,4109,suburban,167,190,winter,0,0,0
25,male,119526,doctorate,7,hiking,1471,suburban,262,108,fall,0,0,0
27,non-binary,20822,bachelor,0,swimming,2033,urban,266,9,winter,1,1,0
21,non-binary,82514,doctorate,0,skiing,4434,urban,157,168,summer,1,1,1
52,male,50812,master,4,hiking,1948,suburban,108,159,winter,1,0,1
23,male,111396,high school,6,skiing,2499,rural,48,60,spring,0,0,1
20,female,41842,high school,0,sunbathing,3373,rural,196,28,winter,0,0,0
51,male,104040,high school,2,swimming,1182,urban,215,172,summer,0,1,0
60,female,95674,master,8,sunbathing,4653,suburban,92,247,winter,0,1,0
32,female,27741,doctorate,8,skiing,4964,urban,22,255,summer,1,1,1
45,female,112462,doctorate,9,skiing,2409,suburban,41,261,summer,0,1,1
65,female,101311,high school,2,swimming,1816,urban,51,275,spring,1,1,0
39,male,58895,doctorate,0,sunbathing,3157,suburban,120,178,summer,1,1,0
21,male,118498,doctorate,3,skiing,1346,urban,137,244,winter,1,0,1
20,male,102613,doctorate,5,swimming,3272,rural,182,126,fall,1,1,0
42,non-binary,49889,master,7,hiking,4637,urban,156,7,fall,0,1,0
20,non-binary,93605,doctorate,5,hiking,2172,rural,268,100,spring,1,0,0
61,non-binary,79415,bachelor,0,hiking,3220,rural,81,142,spring,1,0,1
37,non-binary,56360,master,7,skiing,3696,rural,241,34,spring,1,1,0
29,male,116975,bachelor,5,hiking,3969,rural,25,213,spring,1,0,1
18,non-binary,108806,high school,1,hiking,4240,rural,257,218,spring,0,0,0
54,non-binary,86502,bachelor,5,swimming,2448,urban,239,104,winter,1,1,0
31,male,68217,bachelor,9,swimming,3884,rural,295,9,winter,0,1,0
44,female,49713,master,5,hiking,4070,suburban,77,216,winter,1,0,1
54,female,91641,master,5,hiking,1334,rural,227,164,summer,0,0,0
45,female,52953,bachelor,3,sunbathing,969,rural,113,239,winter,0,0,0
21,non-binary,24202,bachelor,8,skiing,3197,suburban,145,137,fall,1,0,0
47,male,116285,high school,8,sunbathing,3748,urban,201,20,winter,0,1,0
58,female,28452,bachelor,9,skiing,1707,suburban,236,134,fall,1,0,0
41,male,95480,master,4,hiking,3246,suburban,194,56,summer,0,0,0
34,male,53372,master,3,hiking,3054,suburban,246,63,summer,0,1,0
59,female,34441,bachelor,2,sunbathing,4462,rural,102,97,fall,1,0,0
20,female,66486,master,7,sunbathing,2407,suburban,136,295,summer,1,1,0
64,male,118968,high school,8,hiking,855,urban,147,77,summer,0,1,0
48,non-binary,67238,high school,2,sunbathing,3762,urban,218,58,fall,0,1,0
24,non-binary,37093,master,9,sunbathing,568,suburban,272,163,winter,1,1,0
38,male,52094,master,6,hiking,1917,suburban,126,120,winter,0,1,0
20,female,100752,high school,9,skiing,1848,urban,167,111,fall,1,1,0
64,male,33011,high school,0,sunbathing,3759,rural,50,165,spring,1,1,0
44,non-binary,71296,master,8,swimming,4887,rural,127,162,winter,1,1,0
50,male,114785,doctorate,8,swimming,1290,rural,221,288,spring,1,0,0
31,male,79112,doctorate,2,swimming,4914,rural,232,81,fall,1,0,0
22,female,61941,master,2,skiing,3323,urban,186,3,summer,0,0,0
63,male,58807,bachelor,6,sunbathing,4219,urban,108,101,fall,0,0,0
21,male,100225,doctorate,3,sunbathing,4967,rural,217,33,spring,1,1,0
38,female,81886,high school,2,sunbathing,4711,urban,236,244,spring,1,0,0
26,non-binary,79703,doctorate,9,swimming,4232,suburban,59,138,spring,1,0,0
35,male,86523,bachelor,2,hiking,2077,rural,245,253,spring,0,0,1
65,non-binary,112728,master,1,hiking,4731,urban,40,284,fall,1,0,1
62,non-binary,46132,doctorate,7,sunbathing,2546,urban,77,214,winter,0,0,0
24,male,83530,doctorate,7,sunbathing,2038,suburban,50,6,winter,0,1,0
57,non-binary,38076,doctorate,8,skiing,2608,suburban,180,128,winter,1,0,0
53,female,85752,bachelor,4,sunbathing,1451,rural,124,298,winter,1,1,0
23,female,64501,master,9,sunbathing,521,suburban,47,272,fall,1,0,0
60,non-binary,106598,bachelor,3,hiking,1171,urban,197,278,summer,1,0,1
67,female,36160,high school,7,swimming,3770,urban,152,274,winter,0,1,0
55,non-binary,104182,master,7,hiking,1174,suburban,57,61,fall,0,1,1
39,male,116568,doctorate,1,hiking,1943,rural,39,245,winter,1,0,1
20,male,60615,master,9,sunbathing,546,rural,154,55,winter,1,0,0
32,male,62292,doctorate,3,swimming,1028,rural,23,142,summer,1,1,0
40,male,77600,high school,5,hiking,4080,rural,297,208,fall,1,1,0
43,female,100086,doctorate,3,swimming,3643,suburban,184,286,fall,1,0,0
54,female,87059,high school,0,swimming,2320,rural,184,35,spring,0,1,0
34,female,94874,bachelor,7,skiing,1805,urban,214,49,fall,0,1,0
50,non-binary,64369,master,2,swimming,1433,rural,55,139,spring,0,1,0
18,female,74610,high school,0,sunbathing,2300,rural,145,12,winter,1,1,0
27,male,48073,high school,1,swimming,1113,rural,103,6,summer,1,0,0
65,non-binary,96460,high school,7,skiing,2175,suburban,96,166,spring,0,1,1
32,female,60532,high school,0,hiking,3222,suburban,163,262,summer,1,0,1
58,male,97190,master,1,hiking,4476,urban,95,161,fall,1,0,1
49,non-binary,109158,high school,4,swimming,1213,urban,52,93,summer,1,0,0
42,male,32488,bachelor,0,skiing,567,suburban,65,193,fall,1,1,1
41,male,74889,doctorate,6,skiing,2844,urban,189,224,fall,1,1,1
69,non-binary,23202,master,9,swimming,4333,rural,100,47,spring,1,1,0
68,male,111277,master,7,hiking,2408,rural,271,163,winter,1,0,0
20,non-binary,82369,bachelor,7,sunbathing,3954,urban,244,76,fall,1,1,0
42,male,112445,doctorate,4,sunbathing,4198,rural,246,150,fall,1,0,0
66,female,98829,doctorate,3,sunbathing,4799,suburban,200,25,spring,1,1,0
41,female,66863,doctorate,2,sunbathing,4968,rural,107,206,summer,1,0,0
53,male,103994,high school,8,hiking,4739,suburban,26,30,winter,1,1,1
38,non-binary,64215,doctorate,5,skiing,1281,urban,119,172,fall,0,1,1
47,non-binary,21157,doctorate,0,swimming,2031,urban,218,127,summer,0,1,0
66,non-binary,117190,doctorate,8,skiing,3934,rural,153,82,winter,0,0,0
42,male,22763,master,4,skiing,3725,suburban,255,70,fall,1,0,0
43,male,41696,doctorate,1,sunbathing,1100,rural,224,0,summer,0,0,0
56,male,115854,doctorate,2,sunbathing,769,suburban,273,222,spring,1,1,0
50,female,100938,master,3,swimming,3780,suburban,297,187,summer,0,1,0
63,non-binary,62023,doctorate,4,skiing,891,rural,212,298,summer,1,0,1
25,male,28545,master,9,sunbathing,2734,rural,128,43,winter,0,0,0
64,female,110993,master,2,skiing,4578,suburban,9,272,fall,0,0,1
51,male,26634,bachelor,3,swimming,1027,suburban,40,80,summer,0,0,0
52,male,109455,master,1,swimming,1261,suburban,151,168,fall,0,1,0
31,male,72412,bachelor,6,swimming,4735,suburban,238,112,summer,0,0,0
18,male,66225,doctorate,7,sunbathing,4011,suburban,129,207,winter,1,1,0
44,non-binary,37041,master,2,hiking,3454,rural,150,87,summer,1,0,0
41,female,89681,high school,3,sunbathing,2987,suburban,21,96,winter,1,1,0
32,non-binary,97109,bachelor,5,swimming,3755,urban,233,261,summer,1,1,0
28,female,76105,master,2,sunbathing,2987,urban,247,194,fall,1,0,0
27,non-binary,89368,bachelor,5,swimming,2809,rural,111,107,fall,0,0,0
61,female,71382,doctorate,7,sunbathing,2382,urban,246,27,winter,0,1,0
28,male,94076,bachelor,8,sunbathing,1023,rural,124,102,summer,1,0,0
58,male,44836,bachelor,4,swimming,4753,urban,84,234,summer,0,0,0
23,non-binary,48032,bachelor,7,sunbathing,973,suburban,29,197,winter,1,1,0
34,non-binary,87005,doctorate,9,sunbathing,4675,suburban,261,262,summer,0,1,0
33,non-binary,118408,high school,4,skiing,3922,urban,238,2,winter,0,0,0
24,female,60323,bachelor,3,swimming,641,rural,233,195,summer,0,1,0
32,non-binary,94108,doctorate,3,swimming,3114,urban,214,215,summer,0,0,0
33,male,24881,bachelor,8,skiing,1586,rural,294,121,winter,1,0,0
68,non-binary,88578,bachelor,2,sunbathing,793,suburban,267,243,fall,1,0,0
57,non-binary,56199,bachelor,1,skiing,4072,suburban,121,196,spring,1,1,1
54,female,43354,high school,9,hiking,4089,urban,32,276,spring,1,0,1
28,male,68711,high school,1,hiking,3185,suburban,214,1,fall,0,1,0
25,non-binary,113965,bachelor,6,skiing,4282,urban,240,163,fall,1,0,0
19,male,101005,high school,7,swimming,1986,urban,34,11,spring,1,1,0
27,female,81648,master,4,skiing,4009,rural,146,48,summer,0,0,0
25,female,109073,high school,3,sunbathing,4391,suburban,150,286,spring,1,1,0
63,female,107617,high school,9,swimming,703,rural,268,158,winter,0,0,0
19,male,28453,master,6,hiking,863,rural,191,129,winter,1,0,0
40,female,75656,bachelor,6,sunbathing,2974,urban,182,61,summer,0,1,0
62,non-binary,57965,master,5,swimming,4476,suburban,170,31,spring,0,1,0
66,male,32672,high school,2,swimming,3353,suburban,242,210,fall,0,1,0
68,non-binary,42897,bachelor,3,swimming,1938,suburban,209,292,spring,0,0,0
29,female,113092,doctorate,3,skiing,2174,rural,223,109,winter,0,0,0
36,female,59086,bachelor,9,hiking,2608,suburban,31,18,spring,0,1,0
63,non-binary,88879,high school,8,sunbathing,3932,rural,59,248,winter,0,1,0
58,female,44613,high school,1,hiking,4133,suburban,297,268,fall,1,0,0
20,female,90277,high school,1,skiing,2369,urban,73,3,spring,0,0,0
67,male,21536,high school,6,skiing,3721,urban,37,124,spring,1,1,1
31,female,29686,bachelor,4,hiking,811,suburban,206,275,spring,1,0,1
21,female,88231,high school,8,skiing,3484,suburban,165,112,summer,1,0,0
31,non-binary,49033,master,0,swimming,3708,urban,95,117,fall,1,1,0
65,female,56837,high school,7,skiing,3998,urban,18,250,winter,0,1,1
23,non-binary,45079,bachelor,9,hiking,1716,rural,146,160,summer,0,0,1
56,male,61318,master,9,sunbathing,2905,urban,153,166,fall,0,1,0
65,female,56574,bachelor,3,skiing,4825,rural,239,179,summer,1,0,0
53,male,51301,bachelor,9,swimming,882,rural,219,96,spring,1,0,0
38,male,87395,bachelor,3,sunbathing,1133,urban,142,78,summer,0,0,0
33,female,119709,master,8,hiking,1059,urban,248,193,summer,0,1,0
31,non-binary,81361,high school,3,hiking,2322,rural,9,92,fall,1,0,1
22,non-binary,115293,doctorate,8,skiing,1971,urban,259,5,fall,1,1,0
33,female,102974,bachelor,4,swimming,2322,suburban,278,124,summer,1,1,0
57,male,101621,doctorate,8,sunbathing,2838,rural,238,254,fall,0,1,0
50,female,82950,high school,1,skiing,1209,suburban,26,23,fall,1,0,0
62,non-binary,109749,doctorate,8,swimming,4062,urban,245,292,summer,1,0,0
21,male,61587,bachelor,2,skiing,4198,rural,150,253,fall,0,0,1
61,male,28985,doctorate,0,skiing,4518,urban,84,32,fall,0,1,0
41,non-binary,54576,high school,7,sunbathing,4906,urban,65,286,fall,0,1,0
33,female,90670,master,3,hiking,2912,rural,49,62,fall,1,1,1
56,female,30708,bachelor,2,sunbathing,1131,urban,65,41,fall,0,1,0
25,non-binary,43518,master,6,hiking,4236,suburban,245,133,summer,0,0,0
43,female,111033,master,6,swimming,2950,rural,200,81,winter,1,0,0
65,male,45811,doctorate,8,sunbathing,4883,rural,29,174,fall,1,1,0
56,female,33767,high school,5,hiking,777,rural,15,158,winter,1,0,1
24,female,108006,master,9,hiking,4102,rural,107,245,summer,0,1,1
63,female,114269,doctorate,0,sunbathing,898,urban,142,244,summer,1,1,0
36,female,105185,high school,5,skiing,659,urban,101,154,fall,1,1,1
67,male,104533,high school,3,hiking,1143,urban,115,174,fall,0,1,1
61,male,71799,bachelor,7,hiking,929,urban,179,242,winter,0,0,1
34,male,67972,bachelor,6,skiing,4007,urban,187,206,fall,1,0,1
64,male,105344,high school,4,sunbathing,4516,rural,25,248,summer,1,1,0
23,female,114375,doctorate,8,swimming,1173,urban,48,216,summer,0,0,0
45,male,50469,high school,3,swimming,3542,urban,247,5,spring,1,1,0
36,male,59697,high school,1,skiing,4896,urban,105,204,spring,1,1,1
64,non-binary,72159,master,0,hiking,4640,suburban,286,6,winter,1,0,0
35,male,95170,master,4,hiking,948,suburban,161,256,summer,0,0,1
38,male,81601,high school,1,skiing,3417,suburban,263,227,spring,0,1,0
22,male,101081,bachelor,7,swimming,3846,suburban,89,129,winter,0,0,0
53,male,117755,master,1,sunbathing,1209,urban,274,206,fall,0,0,0
48,female,44983,high school,4,hiking,4208,urban,135,2,spring,1,1,0
56,male,116762,high school,0,swimming,3502,urban,7,290,winter,0,0,0
33,female,77165,master,7,hiking,3842,urban,257,130,summer,1,0,0
29,non-binary,108507,bachelor,8,skiing,1513,suburban,40,85,spring,0,0,1
38,male,112128,doctorate,8,swimming,1666,rural,188,49,winter,1,0,0
48,female,113555,doctorate,7,sunbathing,4240,rural,286,149,spring,1,1,0
54,non-binary,62845,high school,1,skiing,3259,suburban,249,232,spring,0,1,0
26,non-binary,44132,high school,3,skiing,4765,urban,52,86,fall,1,0,1
27,female,84511,bachelor,6,sunbathing,1385,suburban,1,264,winter,0,1,0
40,female,100151,high school,8,sunbathing,2253,urban,226,266,spring,1,0,0
59,female,97158,master,8,swimming,834,suburban,251,75,winter,1,0,0
42,non-binary,34879,high school,5,sunbathing,3112,urban,249,45,spring,0,0,0
22,female,62069,high school,1,sunbathing,929,suburban,127,175,spring,0,0,0
51,male,104369,high school,7,sunbathing,1754,suburban,292,60,spring,1,1,0
28,non-binary,100536,bachelor,6,hiking,2561,rural,70,53,summer,1,1,0
21,female,88234,high school,2,skiing,1585,rural,62,14,spring,1,1,0
50,non-binary,93673,bachelor,6,skiing,664,urban,94,10,winter,0,0,0
46,male,24493,high school,4,sunbathing,2439,rural,0,147,fall,0,1,0
23,non-binary,39630,master,7,skiing,3753,rural,69,245,spring,1,1,1
45,non-binary,59357,master,7,sunbathing,2867,rural,235,179,spring,1,1,0
47,non-binary,59808,master,1,skiing,4376,urban,73,65,fall,0,1,0
69,female,107386,high school,4,skiing,553,rural,182,207,summer,1,0,1
69,male,24211,high school,3,skiing,1237,rural,259,90,winter,0,1,0
31,female,62219,bachelor,9,hiking,3533,urban,221,97,winter,0,0,0
28,male,38082,bachelor,7,swimming,3768,suburban,75,118,fall,1,1,0
69,non-binary,109597,doctorate,4,swimming,1963,urban,4,297,summer,1,1,0
55,male,113450,doctorate,7,swimming,4930,urban,191,270,summer,1,1,0
46,non-binary,65486,master,4,hiking,3449,suburban,159,22,spring,1,1,0
22,male,88451,doctorate,9,hiking,4152,urban,62,231,winter,1,0,1
28,non-binary,88224,bachelor,3,skiing,3133,rural,174,213,winter,1,0,1
48,male,30067,master,5,skiing,2080,rural,193,78,spring,1,0,0
42,male,23511,doctorate,9,hiking,1506,urban,258,11,winter,0,0,0
21,female,30916,doctorate,7,swimming,2812,rural,170,147,spring,1,0,0
59,female,20167,high school,6,skiing,4441,urban,21,137,summer,1,1,1
43,female,71475,master,7,swimming,4262,suburban,231,179,spring,1,0,0
36,non-binary,32293,bachelor,9,swimming,4565,suburban,97,179,spring,1,1,0
57,male,108174,doctorate,4,swimming,2252,suburban,86,243,fall,1,1,0
66,non-binary,86976,high school,0,sunbathing,2443,rural,113,131,summer,0,0,0
36,male,74255,bachelor,2,hiking,793,rural,155,146,summer,1,0,0
28,non-binary,99552,master,4,sunbathing,1934,rural,90,196,winter,1,0,0
50,non-binary,21584,high school,3,swimming,4941,suburban,140,239,summer,1,0,0
24,female,108398,master,2,swimming,667,rural,95,108,summer,0,0,0
25,female,98122,bachelor,7,sunbathing,2945,rural,0,265,spring,0,1,0
68,male,102611,master,1,sunbathing,1142,rural,87,228,winter,0,0,0
61,non-binary,114615,master,5,hiking,4863,suburban,9,2,winter,0,0,0
53,male,50221,high school,4,sunbathing,1562,rural,246,134,fall,1,0,0
34,male,35841,doctorate,2,sunbathing,1133,urban,72,191,fall,0,1,0
43,female,74880,doctorate,1,sunbathing,2740,urban,174,51,winter,1,1,0
44,non-binary,81293,high school,8,hiking,2267,urban,138,195,winter,1,0,1
31,non-binary,30317,doctorate,9,hiking,4571,rural,58,3,summer,0,1,0
66,female,114555,high school,5,hiking,2324,urban,21,161,spring,1,1,1
19,non-binary,24603,high school,8,hiking,3747,rural,148,284,summer,1,0,1
44,non-binary,67948,master,7,hiking,4821,suburban,32,215,spring,1,1,1
23,female,84080,master,9,sunbathing,3486,suburban,280,164,fall,1,1,0
49,male,30796,high school,5,skiing,1075,urban,110,124,fall,0,1,1
29,non-binary,58158,master,2,sunbathing,1977,rural,41,176,fall,1,1,0
51,female,55428,doctorate,3,hiking,4050,rural,61,161,winter,0,1,1
56,female,36309,bachelor,5,sunbathing,1092,suburban,160,252,summer,0,0,0
33,male,67110,bachelor,2,sunbathing,2940,rural,106,265,fall,1,0,0
37,non-binary,58021,high school,5,swimming,4747,rural,251,4,summer,1,1,0
68,non-binary,101337,doctorate,8,hiking,2662,suburban,65,283,winter,1,1,1
53,male,52017,high school,6,skiing,4326,suburban,20,84,summer,0,1,1
34,non-binary,69159,bachelor,4,sunbathing,4654,urban,204,14,summer,1,0,0
65,female,44969,doctorate,8,sunbathing,3298,rural,276,270,spring,0,1,0
31,female,100729,master,2,skiing,1166,suburban,148,95,spring,0,1,0
58,non-binary,95587,master,1,hiking,4344,rural,205,100,fall,1,0,0
18,non-binary,89612,high school,7,swimming,3142,suburban,35,17,spring,0,1,0
63,male,101155,doctorate,2,sunbathing,502,urban,140,50,spring,1,1,0
52,non-binary,93240,master,9,hiking,3107,rural,272,228,winter,1,1,0
67,non-binary,39624,master,2,hiking,3690,urban,123,260,spring,1,1,1
50,male,62577,master,1,skiing,2447,urban,72,98,fall,1,1,1
39,female,57231,master,6,swimming,4480,rural,164,257,winter,1,0,0
21,female,24723,master,7,sunbathing,610,suburban,285,124,winter,0,0,0
61,female,119987,master,8,hiking,1010,urban,43,98,winter,1,0,1
55,female,104617,master,1,swimming,1350,suburban,215,282,winter,1,1,0
33,female,42005,bachelor,0,swimming,1522,rural,3,104,winter,1,0,0
45,female,106793,doctorate,2,sunbathing,2077,urban,234,241,summer,1,0,0
63,female,88910,doctorate,2,sunbathing,2835,rural,147,41,spring,0,1,0
36,female,90033,doctorate,3,skiing,4816,rural,50,267,summer,1,1,1
43,male,82291,doctorate,6,sunbathing,2852,rural,81,286,winter,0,1,0
50,female,62697,high school,1,skiing,4615,urban,25,220,summer,0,1,1
57,non-binary,58143,master,9,swimming,3749,rural,176,143,fall,1,1,0
64,male,22812,bachelor,0,swimming,3001,rural,87,165,fall,0,1,0
53,non-binary,82503,doctorate,9,skiing,1107,suburban,270,108,summer,0,1,0
49,male,50434,bachelor,0,skiing,4835,suburban,152,29,spring,0,0,0
66,male,78373,doctorate,8,hiking,948,rural,263,31,fall,0,1,0
59,non-binary,96964,master,0,swimming,719,suburban,161,47,summer,1,0,0
52,non-binary,104644,bachelor,0,hiking,949,suburban,223,148,winter,1,1,0
27,female,45836,bachelor,8,swimming,1246,rural,85,146,winter,0,1,0
51,non-binary,41767,bachelor,0,swimming,941,suburban,148,143,fall,1,0,0
63,male,84165,bachelor,8,skiing,1363,suburban,65,270,spring,1,1,1
58,male,54936,high school,5,swimming,4696,urban,290,61,fall,1,1,0
66,male,72681,high school,8,hiking,1672,urban,36,100,summer,0,1,1
68,non-binary,78422,doctorate,9,skiing,1896,suburban,189,183,spring,0,0,0
